"Publication Date","Fiscal Year","Agency Number","Agency Name","Unit Appropriation Number","Unit Appropriation Name","Financial Plan Savings Flag","sum_adopted_budget_amount","sum_current_modified_budget_amount","sum_financial_plan_amount","sum_adopted_budget_position","sum_current_modified_budget_position","sum_financial_plan_position","sum_adopted_budget_number_of_contracts","sum_current_modified_budget_number_of_contracts","sum_financial_plan_number_of_contracts"
"20260217","2027","226","COMMISSION ON HUMAN RIGHTS","002","OTHER THAN PERSONAL SERVICES","N","598,274","1,363,256","171,766","0","0","0","0","6","0"
"20260512","2027","226","COMMISSION ON HUMAN RIGHTS","003","COMMUNITY DEVELOP P.S.","N","8,319,839","7,628,840","7,025,099","88","88","74","0","0","0"
"20260217","2027","226","COMMISSION ON HUMAN RIGHTS","003","COMMUNITY DEVELOP P.S.","N","8,319,839","8,319,839","7,911,099","88","88","83","0","0","0"
"20260512","2027","226","COMMISSION ON HUMAN RIGHTS","004","COMM DEVELOP OTPS","N","1,751,690","2,068,190","1,760,095","0","0","0","5","10","5"
"20260512","2027","226","COMMISSION ON HUMAN RIGHTS","004","COMM DEVELOP OTPS","Y","1","0","1","0","0","0","0","0","0"
"20260217","2027","226","COMMISSION ON HUMAN RIGHTS","004","COMM DEVELOP OTPS","Y","1","-690,999","1","0","0","0","0","0","0"
"20260217","2027","226","COMMISSION ON HUMAN RIGHTS","004","COMM DEVELOP OTPS","N","1,751,690","1,758,190","1,752,690","0","0","0","5","10","5"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","002","EXECUTIVE AND ADMINISTRATIVE MGMT PS","N","22,541,999","22,901,188","23,197,186","270","270","313","0","0","0"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","002","EXECUTIVE AND ADMINISTRATIVE MGMT PS","N","22,541,999","22,691,999","22,766,258","270","270","302","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","005","COMMUNITY DEVELOPMENT OTPS","Y","1,853,861","-19,435,006","-93,457","0","0","0","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","005","COMMUNITY DEVELOPMENT OTPS","N","164,826,788","180,137,227","43,912,393","0","0","0","393","396","393"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","005","COMMUNITY DEVELOPMENT OTPS","N","164,826,788","178,832,292","41,611,676","0","0","0","393","396","393"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","005","COMMUNITY DEVELOPMENT OTPS","Y","1,853,861","-17,487,688","-93,457","0","0","0","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","105","YOUTH WORKFORCE AND CAREER TRAINING - PS","N","8,786,391","8,786,391","7,325,771","80","81","76","0","0","0"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","105","YOUTH WORKFORCE AND CAREER TRAINING - PS","N","8,786,391","8,786,391","8,528,990","80","81","76","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","106","YOUTH WORKFORCE AND CAREER TRAINING OTPS","N","314,910,006","341,752,235","301,826,880","0","0","0","3","6","2"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","106","YOUTH WORKFORCE AND CAREER TRAINING OTPS","Y","0","-25,979,121","-87,441","0","0","0","0","0","0"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","106","YOUTH WORKFORCE AND CAREER TRAINING OTPS","N","314,910,006","340,438,088","293,529,838","0","0","0","3","6","2"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","106","YOUTH WORKFORCE AND CAREER TRAINING OTPS","Y","0","-25,978,339","0","0","0","0","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","204","RUNAWAY AND HOMELESS YOUTH","N","60,871,951","70,283,074","62,789,027","0","0","0","25","25","25"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","204","RUNAWAY AND HOMELESS YOUTH","Y","2,674,868","-5,740,613","0","0","0","0","0","0","0"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","204","RUNAWAY AND HOMELESS YOUTH","N","60,871,951","66,708,684","57,814,236","0","0","0","25","25","25"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","204","RUNAWAY AND HOMELESS YOUTH","Y","2,674,868","-3,065,745","0","0","0","0","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","311","PROGRAM SERVICES - PS","Y","-615,106","-615,106","-615,106","0","0","0","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","311","PROGRAM SERVICES - PS","N","20,740,897","26,668,712","26,403,609","208","287","252","0","0","0"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","311","PROGRAM SERVICES - PS","Y","-615,106","-615,106","-615,106","0","0","0","0","0","0"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","311","PROGRAM SERVICES - PS","N","20,740,897","30,325,023","28,060,390","208","287","252","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","312","OTHER THAN PERSONAL SERVICES","N","695,386,527","822,034,933","915,382,106","0","0","0","575","580","576"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","312","OTHER THAN PERSONAL SERVICES","Y","17,941,291","-77,205,968","16,078,124","0","0","0","0","0","0"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","312","OTHER THAN PERSONAL SERVICES","N","695,386,527","814,150,722","929,035,732","0","0","0","575","580","575"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","312","OTHER THAN PERSONAL SERVICES","Y","17,941,291","-90,291,674","53,245,803","0","0","0","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","401","OFFICE OF NEIGHBORHOOD SAFETY- PS","Y","5,487,322","5,487,322","5,487,322","34","34","7","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","401","OFFICE OF NEIGHBORHOOD SAFETY- PS","N","3,934,534","3,934,534","4,043,035","49","49","49","0","0","0"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","401","OFFICE OF NEIGHBORHOOD SAFETY- PS","N","3,934,534","3,934,534","4,043,035","49","49","49","0","0","0"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","401","OFFICE OF NEIGHBORHOOD SAFETY- PS","Y","5,487,322","5,487,322","5,487,322","34","34","34","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","402","OFFICE OF NEIGHBORHOOD SAFETY- OTPS","Y","1,563,689","-38,423,949","0","0","0","0","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","402","OFFICE OF NEIGHBORHOOD SAFETY- OTPS","N","193,236,424","233,550,863","192,661,584","0","0","0","29","29","28"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","402","OFFICE OF NEIGHBORHOOD SAFETY- OTPS","N","193,236,424","231,987,174","178,205,184","0","0","0","29","29","28"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","402","OFFICE OF NEIGHBORHOOD SAFETY- OTPS","Y","1,563,689","-36,860,260","0","0","0","0","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","501","OFFICE OF ECONOMIC OPPORTUNITY PS","N","0","0","407,304","0","0","7","0","0","0"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","501","OFFICE OF ECONOMIC OPPORTUNITY PS","N","0","0","137,304","0","0","2","0","0","0"
"20260512","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","502","OFFICE OF ECONOMIC OPPORTUNITY OTPS","N","0","0","20,677,258","0","0","0","0","0","8"
"20260217","2027","260","DEPARTMENT OF YOUTH & COMMUNITY DEV","502","OFFICE OF ECONOMIC OPPORTUNITY OTPS","N","0","0","11,876,502","0","0","0","0","0","8"
"20260512","2027","312","CONFLICTS OF INTEREST BOARD","001","PERSONAL SERVICES","N","2,717,366","2,709,366","2,867,682","22","22","24","0","0","0"
"20260217","2027","312","CONFLICTS OF INTEREST BOARD","001","PERSONAL SERVICES","N","2,717,366","2,717,366","2,718,398","22","22","22","0","0","0"
"20260512","2027","312","CONFLICTS OF INTEREST BOARD","002","OTHER THAN PERSONAL SERVICES","N","144,384","151,384","143,384","0","0","0","7","7","7"
"20260512","2027","312","CONFLICTS OF INTEREST BOARD","002","OTHER THAN PERSONAL SERVICES","Y","-1,000","0","0","0","0","0","0","0","0"
"20260217","2027","312","CONFLICTS OF INTEREST BOARD","002","OTHER THAN PERSONAL SERVICES","N","144,384","143,384","143,384","0","0","0","7","7","7"
"20260217","2027","312","CONFLICTS OF INTEREST BOARD","002","OTHER THAN PERSONAL SERVICES","Y","-1,000","0","0","0","0","0","0","0","0"
"20260512","2027","313","OFFICE OF COLLECTIVE BARGAINING","001","PERSONAL SERVICES","N","2,542,970","2,492,970","2,542,970","15","15","15","0","0","0"
"20260217","2027","313","OFFICE OF COLLECTIVE BARGAINING","001","PERSONAL SERVICES","N","2,542,970","2,492,970","2,542,970","15","15","15","0","0","0"
"20260512","2027","313","OFFICE OF COLLECTIVE BARGAINING","002","OTHER THAN PERSONAL SERVICES","N","282,225","332,225","282,226","0","0","0","7","6","7"
"20260217","2027","313","OFFICE OF COLLECTIVE BARGAINING","002","OTHER THAN PERSONAL SERVICES","N","282,225","332,225","282,226","0","0","0","7","7","7"
"20260512","2027","341","MANHATTAN COMMUNITY BOARD #1","001","PERSONAL SERVICES","N","275,060","260,560","275,060","3","3","3","0","0","0"
"20260217","2027","341","MANHATTAN COMMUNITY BOARD #1","001","PERSONAL SERVICES","N","275,060","275,060","275,060","3","3","3","0","0","0"
"20260512","2027","341","MANHATTAN COMMUNITY BOARD #1","002","OTHER THAN PERSONAL SERVICES","N","27,245","210,939","21,245","0","0","0","1","2","1"
"20260217","2027","341","MANHATTAN COMMUNITY BOARD #1","002","OTHER THAN PERSONAL SERVICES","N","27,245","196,439","21,245","0","0","0","1","2","1"
"20260512","2027","342","MANHATTAN COMMUNITY BOARD #2","001","PERSONAL SERVICES","N","279,985","229,985","279,985","4","4","4","0","0","0"
"20260217","2027","342","MANHATTAN COMMUNITY BOARD #2","001","PERSONAL SERVICES","N","279,985","238,920","279,985","4","4","4","0","0","0"
"20260512","2027","342","MANHATTAN COMMUNITY BOARD #2","002","OTHER THAN PERSONAL SERVICES","N","15,107","143,426","10,107","0","0","0","2","4","2"
"20260217","2027","342","MANHATTAN COMMUNITY BOARD #2","002","OTHER THAN PERSONAL SERVICES","N","15,107","134,491","10,107","0","0","0","2","4","2"
"20260512","2027","342","MANHATTAN COMMUNITY BOARD #2","003","RENT AND ENERGY","N","95,993","105,793","100,540","0","0","0","0","0","0"
"20260217","2027","342","MANHATTAN COMMUNITY BOARD #2","003","RENT AND ENERGY","N","95,993","95,993","95,993","0","0","0","0","0","0"
"20260512","2027","343","MANHATTAN COMMUNITY BOARD #3","001","PERSONAL SERVICES","N","295,073","224,823","295,073","4","4","4","0","0","0"
"20260217","2027","343","MANHATTAN COMMUNITY BOARD #3","001","PERSONAL SERVICES","N","295,073","245,073","295,073","4","4","4","0","0","0"
"20260512","2027","343","MANHATTAN COMMUNITY BOARD #3","002","OTHER THAN PERSONAL SERVICES","N","12,920","94,984","4,420","0","0","0","0","4","0"
"20260217","2027","343","MANHATTAN COMMUNITY BOARD #3","002","OTHER THAN PERSONAL SERVICES","N","12,920","74,734","4,420","0","0","0","0","4","0"
"20260512","2027","343","MANHATTAN COMMUNITY BOARD #3","003","RENT AND ENERGY","N","143,603","143,603","163,714","0","0","0","0","0","0"
"20260217","2027","343","MANHATTAN COMMUNITY BOARD #3","003","RENT AND ENERGY","N","143,603","143,603","143,603","0","0","0","0","0","0"
"20260512","2027","344","MANHATTAN COMMUNITY BOARD #4","001","PERSONAL SERVICES","N","283,594","256,566","283,594","3","3","3","0","0","0"
"20260217","2027","344","MANHATTAN COMMUNITY BOARD #4","001","PERSONAL SERVICES","N","283,594","259,266","283,594","3","3","3","0","0","0"
"20260512","2027","344","MANHATTAN COMMUNITY BOARD #4","002","OTHER THAN PERSONAL SERVICES","N","9,440","58,421","9,440","0","0","0","1","2","1"
"20260217","2027","344","MANHATTAN COMMUNITY BOARD #4","002","OTHER THAN PERSONAL SERVICES","N","9,440","55,721","9,440","0","0","0","1","2","1"
"20260512","2027","344","MANHATTAN COMMUNITY BOARD #4","003","RENT","N","156,007","134,054","156,007","0","0","0","0","0","0"
"20260217","2027","344","MANHATTAN COMMUNITY BOARD #4","003","RENT","N","156,007","134,054","156,007","0","0","0","0","0","0"
"20260512","2027","345","MANHATTAN COMMUNITY BOARD #5","001","PERSONAL SERVICES","N","280,449","245,449","280,449","3","3","3","0","0","0"
"20260217","2027","345","MANHATTAN COMMUNITY BOARD #5","001","PERSONAL SERVICES","N","280,449","270,449","280,449","3","3","3","0","0","0"
"20260512","2027","345","MANHATTAN COMMUNITY BOARD #5","002","OTHER THAN PERSONAL SERVICES","N","19,256","54,256","14,256","0","0","0","1","1","1"
"20260217","2027","345","MANHATTAN COMMUNITY BOARD #5","002","OTHER THAN PERSONAL SERVICES","N","19,256","29,256","14,256","0","0","0","1","1","1"
"20260512","2027","345","MANHATTAN COMMUNITY BOARD #5","003","RENT AND ENERGY","N","121,314","121,314","128,765","0","0","0","0","0","0"
"20260217","2027","345","MANHATTAN COMMUNITY BOARD #5","003","RENT AND ENERGY","N","121,314","121,314","121,314","0","0","0","0","0","0"
"20260512","2027","346","MANHATTAN COMMUNITY BOARD #6","001","PERSONAL SERVICES","N","283,085","283,085","283,085","4","4","4","0","0","0"
"20260217","2027","346","MANHATTAN COMMUNITY BOARD #6","001","PERSONAL SERVICES","N","283,085","283,085","283,085","4","4","4","0","0","0"
"20260512","2027","346","MANHATTAN COMMUNITY BOARD #6","002","OTHER THAN PERSONAL SERVICES","N","19,974","165,875","11,474","0","0","0","1","1","1"
"20260217","2027","346","MANHATTAN COMMUNITY BOARD #6","002","OTHER THAN PERSONAL SERVICES","N","19,974","165,875","11,474","0","0","0","1","1","1"
"20260512","2027","346","MANHATTAN COMMUNITY BOARD #6","003","RENT","N","178,703","178,703","179,522","0","0","0","0","0","0"
"20260217","2027","346","MANHATTAN COMMUNITY BOARD #6","003","RENT","N","178,703","178,703","178,703","0","0","0","0","0","0"
"20260512","2027","347","MANHATTAN COMMUNITY BOARD #7","001","PERSONAL SERVICES","N","284,769","269,893","281,893","3","3","3","0","0","0"
"20260217","2027","347","MANHATTAN COMMUNITY BOARD #7","001","PERSONAL SERVICES","N","284,769","284,769","296,769","3","3","3","0","0","0"
"20260512","2027","347","MANHATTAN COMMUNITY BOARD #7","002","OTHER THAN PERSONAL SERVICES","N","29,515","52,391","21,391","0","0","0","1","1","1"
"20260217","2027","347","MANHATTAN COMMUNITY BOARD #7","002","OTHER THAN PERSONAL SERVICES","N","29,515","37,515","6,515","0","0","0","1","1","1"
"20260512","2027","347","MANHATTAN COMMUNITY BOARD #7","003","RENT","N","162,209","154,209","171,660","0","0","0","0","0","0"
"20260217","2027","347","MANHATTAN COMMUNITY BOARD #7","003","RENT","N","162,209","154,209","162,209","0","0","0","0","0","0"
"20260512","2027","348","MANHATTAN COMMUNITY BOARD #8","001","PERSONAL SERVICES","N","284,230","284,230","284,230","4","4","4","0","0","0"
"20260217","2027","348","MANHATTAN COMMUNITY BOARD #8","001","PERSONAL SERVICES","N","284,230","284,230","284,230","4","4","4","0","0","0"
"20260512","2027","348","MANHATTAN COMMUNITY BOARD #8","002","OTHER THAN PERSONAL SERVICES","N","28,554","28,554","13,554","0","0","0","2","2","2"
"20260217","2027","348","MANHATTAN COMMUNITY BOARD #8","002","OTHER THAN PERSONAL SERVICES","N","28,554","28,554","13,554","0","0","0","2","2","2"
"20260512","2027","348","MANHATTAN COMMUNITY BOARD #8","003","RENT AND ENERGY","N","161,168","161,168","163,530","0","0","0","0","0","0"
"20260217","2027","348","MANHATTAN COMMUNITY BOARD #8","003","RENT AND ENERGY","N","161,168","161,168","161,168","0","0","0","0","0","0"
"20260512","2027","349","MANHATTAN COMMUNITY BOARD #9","001","PERSONAL SERVICES","N","251,436","220,436","251,436","2","2","2","0","0","0"
"20260217","2027","349","MANHATTAN COMMUNITY BOARD #9","001","PERSONAL SERVICES","N","251,436","230,436","251,436","2","2","2","0","0","0"
"20260512","2027","349","MANHATTAN COMMUNITY BOARD #9","002","OTHER THAN PERSONAL SERVICES","N","48,827","79,827","31,327","0","0","0","2","2","2"
"20260217","2027","349","MANHATTAN COMMUNITY BOARD #9","002","OTHER THAN PERSONAL SERVICES","N","48,827","69,827","31,327","0","0","0","2","2","2"
"20260512","2027","349","MANHATTAN COMMUNITY BOARD #9","003","RENT AND ENERGY","N","131,689","151,689","139,339","0","0","0","0","0","0"
"20260217","2027","349","MANHATTAN COMMUNITY BOARD #9","003","RENT AND ENERGY","N","131,689","131,689","131,689","0","0","0","0","0","0"
"20260512","2027","350","MANHATTAN COMMUNITY BOARD #10","001","PERSONAL SERVICES","N","238,428","238,428","238,428","3","3","3","0","0","0"
"20260217","2027","350","MANHATTAN COMMUNITY BOARD #10","001","PERSONAL SERVICES","N","238,428","238,428","238,428","3","3","3","0","0","0"
"20260512","2027","350","MANHATTAN COMMUNITY BOARD #10","002","OTHER THAN PERSONAL SERVICES","N","47,875","47,875","32,875","0","0","0","0","0","0"
"20260217","2027","350","MANHATTAN COMMUNITY BOARD #10","002","OTHER THAN PERSONAL SERVICES","N","47,875","47,875","32,875","0","0","0","0","0","0"
"20260512","2027","350","MANHATTAN COMMUNITY BOARD #10","003","RENT","N","228,519","228,519","228,519","0","0","0","0","0","0"
"20260217","2027","350","MANHATTAN COMMUNITY BOARD #10","003","RENT","N","228,519","228,519","228,519","0","0","0","0","0","0"
"20260512","2027","351","MANHATTAN COMMUNITY BOARD #11","001","PERSONAL SERVICES","N","277,325","262,725","277,325","3","3","3","0","0","0"
"20260217","2027","351","MANHATTAN COMMUNITY BOARD #11","001","PERSONAL SERVICES","N","277,325","269,025","277,325","3","3","3","0","0","0"
"20260512","2027","351","MANHATTAN COMMUNITY BOARD #11","002","OTHER THAN PERSONAL SERVICES","N","34,953","49,553","17,453","0","0","0","1","2","1"
"20260217","2027","351","MANHATTAN COMMUNITY BOARD #11","002","OTHER THAN PERSONAL SERVICES","N","34,953","43,253","17,453","0","0","0","1","2","1"
"20260512","2027","351","MANHATTAN COMMUNITY BOARD #11","003","RENT AND ENERGY","N","98,297","98,297","100,168","0","0","0","0","0","0"
"20260217","2027","351","MANHATTAN COMMUNITY BOARD #11","003","RENT AND ENERGY","N","98,297","98,297","98,297","0","0","0","0","0","0"
"20260512","2027","352","MANHATTAN COMMUNITY BOARD #12","001","PERSONAL SERVICES","N","268,718","268,718","268,718","3","3","3","0","0","0"
"20260217","2027","352","MANHATTAN COMMUNITY BOARD #12","001","PERSONAL SERVICES","N","268,718","268,718","268,718","3","3","3","0","0","0"
"20260512","2027","352","MANHATTAN COMMUNITY BOARD #12","002","OTHER THAN PERSONAL SERVICES","N","35,261","35,261","22,761","0","0","0","1","1","1"
"20260217","2027","352","MANHATTAN COMMUNITY BOARD #12","002","OTHER THAN PERSONAL SERVICES","N","35,261","35,261","22,761","0","0","0","1","1","1"
"20260512","2027","352","MANHATTAN COMMUNITY BOARD #12","003","RENT","N","146,062","146,062","202,510","0","0","0","0","0","0"
"20260217","2027","352","MANHATTAN COMMUNITY BOARD #12","003","RENT","N","146,062","146,062","146,062","0","0","0","0","0","0"
"20260512","2027","381","BRONX COMMUNITY BOARD #1","001","PERSONAL SERVICES","N","268,805","268,805","268,805","2","2","2","0","0","0"
"20260217","2027","381","BRONX COMMUNITY BOARD #1","001","PERSONAL SERVICES","N","268,805","268,805","268,805","2","2","2","0","0","0"
"20260512","2027","381","BRONX COMMUNITY BOARD #1","002","OTHER THAN PERSONAL SERVICES","N","25,281","25,281","20,281","0","0","0","1","0","1"
"20260217","2027","381","BRONX COMMUNITY BOARD #1","002","OTHER THAN PERSONAL SERVICES","N","25,281","25,281","20,281","0","0","0","1","0","1"
"20260512","2027","381","BRONX COMMUNITY BOARD #1","003","RENT","N","72,857","72,857","73,185","0","0","0","0","0","0"
"20260217","2027","381","BRONX COMMUNITY BOARD #1","003","RENT","N","72,857","72,857","72,857","0","0","0","0","0","0"
"20260512","2027","382","BRONX COMMUNITY BOARD #2","001","PERSONAL SERVICES","N","255,652","255,652","263,152","2","2","2","0","0","0"
"20260217","2027","382","BRONX COMMUNITY BOARD #2","001","PERSONAL SERVICES","N","255,652","255,652","255,652","2","2","2","0","0","0"
"20260512","2027","382","BRONX COMMUNITY BOARD #2","002","OTHER THAN PERSONAL SERVICES","N","63,085","73,085","30,585","0","0","0","1","1","1"
"20260217","2027","382","BRONX COMMUNITY BOARD #2","002","OTHER THAN PERSONAL SERVICES","N","63,085","73,085","38,085","0","0","0","1","1","1"
"20260512","2027","382","BRONX COMMUNITY BOARD #2","003","RENT AND ENERGY","N","81,078","81,078","81,078","0","0","0","0","0","0"
"20260217","2027","382","BRONX COMMUNITY BOARD #2","003","RENT AND ENERGY","N","81,078","81,078","81,078","0","0","0","0","0","0"
"20260512","2027","383","BRONX COMMUNITY BOARD #3","001","PERSONAL SERVICES","N","262,292","262,292","262,292","2","2","2","0","0","0"
"20260217","2027","383","BRONX COMMUNITY BOARD #3","001","PERSONAL SERVICES","N","262,292","262,292","262,292","2","2","2","0","0","0"
"20260512","2027","383","BRONX COMMUNITY BOARD #3","002","OTHER THAN PERSONAL SERVICES","N","14,626","14,626","14,626","0","0","0","1","1","1"
"20260217","2027","383","BRONX COMMUNITY BOARD #3","002","OTHER THAN PERSONAL SERVICES","N","14,626","14,626","14,626","0","0","0","1","1","1"
"20260512","2027","383","BRONX COMMUNITY BOARD #3","003","RENT","N","63,507","63,507","62,934","0","0","0","0","0","0"
"20260217","2027","383","BRONX COMMUNITY BOARD #3","003","RENT","N","63,507","63,507","63,507","0","0","0","0","0","0"
"20260512","2027","384","BRONX COMMUNITY BOARD #4","001","PERSONAL SERVICES","N","282,445","282,445","282,445","3","3","3","0","0","0"
"20260217","2027","384","BRONX COMMUNITY BOARD #4","001","PERSONAL SERVICES","N","282,445","282,445","282,445","3","3","3","0","0","0"
"20260512","2027","384","BRONX COMMUNITY BOARD #4","002","OTHER THAN PERSONAL SERVICES","N","14,794","15,221","14,794","0","0","0","0","0","0"
"20260217","2027","384","BRONX COMMUNITY BOARD #4","002","OTHER THAN PERSONAL SERVICES","N","14,794","15,221","14,794","0","0","0","0","0","0"
"20260512","2027","384","BRONX COMMUNITY BOARD #4","003","RENT","N","16,002","16,002","16,002","0","0","0","0","0","0"
"20260217","2027","384","BRONX COMMUNITY BOARD #4","003","RENT","N","16,002","16,002","16,002","0","0","0","0","0","0"
"20260512","2027","385","BRONX COMMUNITY BOARD #5","001","PERSONAL SERVICES","N","244,884","233,884","244,884","3","3","3","0","0","0"
"20260217","2027","385","BRONX COMMUNITY BOARD #5","001","PERSONAL SERVICES","N","244,884","233,884","244,884","3","3","3","0","0","0"
"20260512","2027","385","BRONX COMMUNITY BOARD #5","002","OTHER THAN PERSONAL SERVICES","N","37,973","49,656","37,973","0","0","0","1","1","1"
"20260217","2027","385","BRONX COMMUNITY BOARD #5","002","OTHER THAN PERSONAL SERVICES","N","37,973","49,656","37,973","0","0","0","1","1","1"
"20260512","2027","386","BRONX COMMUNITY BOARD #6","001","PERSONAL SERVICES","N","275,093","252,402","255,746","2","2","2","0","0","0"
"20260217","2027","386","BRONX COMMUNITY BOARD #6","001","PERSONAL SERVICES","N","275,093","252,902","255,746","2","2","2","0","0","0"
"20260512","2027","386","BRONX COMMUNITY BOARD #6","002","OTHER THAN PERSONAL SERVICES","N","22,127","44,818","31,474","0","0","0","1","2","2"
"20260217","2027","386","BRONX COMMUNITY BOARD #6","002","OTHER THAN PERSONAL SERVICES","N","22,127","44,318","31,474","0","0","0","1","2","2"
"20260512","2027","387","BRONX COMMUNITY BOARD #7","001","PERSONAL SERVICES","N","263,716","263,716","263,716","2","2","2","0","0","0"
"20260217","2027","387","BRONX COMMUNITY BOARD #7","001","PERSONAL SERVICES","N","263,716","263,716","263,716","2","2","2","0","0","0"
"20260512","2027","387","BRONX COMMUNITY BOARD #7","002","OTHER THAN PERSONAL SERVICES","N","49,263","49,263","29,263","0","0","0","6","3","6"
"20260217","2027","387","BRONX COMMUNITY BOARD #7","002","OTHER THAN PERSONAL SERVICES","N","49,263","49,263","29,263","0","0","0","6","4","6"
"20260512","2027","387","BRONX COMMUNITY BOARD #7","003","RENT AND ENERGY","N","85,855","85,855","86,731","0","0","0","0","0","0"
"20260217","2027","387","BRONX COMMUNITY BOARD #7","003","RENT AND ENERGY","N","85,855","85,855","85,855","0","0","0","0","0","0"
"20260512","2027","388","BRONX COMMUNITY BOARD #8","001","PERSONAL SERVICES","N","260,050","234,267","260,050","3","3","3","0","0","0"
"20260217","2027","388","BRONX COMMUNITY BOARD #8","001","PERSONAL SERVICES","N","260,050","234,267","260,050","3","3","3","0","0","0"
"20260512","2027","388","BRONX COMMUNITY BOARD #8","002","OTHER THAN PERSONAL SERVICES","N","22,484","48,267","22,484","0","0","0","3","3","3"
"20260217","2027","388","BRONX COMMUNITY BOARD #8","002","OTHER THAN PERSONAL SERVICES","N","22,484","48,267","22,484","0","0","0","3","3","3"
"20260512","2027","388","BRONX COMMUNITY BOARD #8","003","RENT AND ENERGY","N","83,181","83,181","83,294","0","0","0","0","0","0"
"20260217","2027","388","BRONX COMMUNITY BOARD #8","003","RENT AND ENERGY","N","83,181","83,181","83,181","0","0","0","0","0","0"
"20260512","2027","389","BRONX COMMUNITY BOARD #9","001","PERSONAL SERVICES","N","294,779","294,779","294,779","2","2","2","0","0","0"
"20260217","2027","389","BRONX COMMUNITY BOARD #9","001","PERSONAL SERVICES","N","294,779","294,779","294,779","2","2","2","0","0","0"
"20260512","2027","389","BRONX COMMUNITY BOARD #9","002","OTHER THAN PERSONAL SERVICES","N","15,553","15,553","5,553","0","0","0","1","1","1"
"20260217","2027","389","BRONX COMMUNITY BOARD #9","002","OTHER THAN PERSONAL SERVICES","N","15,553","15,553","5,553","0","0","0","1","1","1"
"20260512","2027","389","BRONX COMMUNITY BOARD #9","003","RENT","N","143,538","143,538","93,758","0","0","0","0","0","0"
"20260217","2027","389","BRONX COMMUNITY BOARD #9","003","RENT","N","143,538","143,538","88,538","0","0","0","0","0","0"
"20260512","2027","390","BRONX COMMUNITY BOARD #10","001","PERSONAL SERVICES","N","268,389","268,389","268,389","2","2","2","0","0","0"
"20260217","2027","390","BRONX COMMUNITY BOARD #10","001","PERSONAL SERVICES","N","268,389","268,389","268,389","2","2","2","0","0","0"
"20260512","2027","390","BRONX COMMUNITY BOARD #10","002","OTHER THAN PERSONAL SERVICES","N","25,870","25,870","25,870","0","0","0","6","5","6"
"20260217","2027","390","BRONX COMMUNITY BOARD #10","002","OTHER THAN PERSONAL SERVICES","N","25,870","25,870","25,870","0","0","0","6","5","6"
"20260512","2027","390","BRONX COMMUNITY BOARD #10","003","RENT AND ENERGY","N","88,871","88,871","89,888","0","0","0","0","0","0"
"20260217","2027","390","BRONX COMMUNITY BOARD #10","003","RENT AND ENERGY","N","88,871","88,871","88,871","0","0","0","0","0","0"
