"Publication Date","Fiscal Year","Agency Number","Agency Name","Unit Appropriation Number","Unit Appropriation Name","Financial Plan Savings Flag","sum_adopted_budget_amount","sum_current_modified_budget_amount","sum_financial_plan_amount","sum_adopted_budget_position","sum_current_modified_budget_position","sum_financial_plan_position","sum_adopted_budget_number_of_contracts","sum_current_modified_budget_number_of_contracts","sum_financial_plan_number_of_contracts"
"20260512","2027","391","BRONX COMMUNITY BOARD #11","001","PERSONAL SERVICES","N","286,925","286,925","286,925","1","1","1","0","0","0"
"20260217","2027","391","BRONX COMMUNITY BOARD #11","001","PERSONAL SERVICES","N","286,925","286,925","286,925","1","1","1","0","0","0"
"20260512","2027","391","BRONX COMMUNITY BOARD #11","002","OTHER THAN PERSONAL SERVICES","N","16,255","16,255","11,255","0","0","0","4","4","4"
"20260217","2027","391","BRONX COMMUNITY BOARD #11","002","OTHER THAN PERSONAL SERVICES","N","16,255","16,255","11,255","0","0","0","4","4","4"
"20260512","2027","391","BRONX COMMUNITY BOARD #11","003","RENT","N","69,546","69,546","71,362","0","0","0","0","0","0"
"20260217","2027","391","BRONX COMMUNITY BOARD #11","003","RENT","N","69,546","69,546","69,546","0","0","0","0","0","0"
"20260512","2027","392","BRONX COMMUNITY BOARD #12","001","PERSONAL SERVICES","N","275,995","275,995","275,995","2","2","2","0","0","0"
"20260217","2027","392","BRONX COMMUNITY BOARD #12","001","PERSONAL SERVICES","N","275,995","275,995","275,995","2","2","2","0","0","0"
"20260512","2027","392","BRONX COMMUNITY BOARD #12","002","OTHER THAN PERSONAL SERVICES","N","20,007","20,007","20,007","0","0","0","5","2","5"
"20260217","2027","392","BRONX COMMUNITY BOARD #12","002","OTHER THAN PERSONAL SERVICES","N","20,007","20,007","20,007","0","0","0","5","2","5"
"20260512","2027","431","QUEENS COMMUNITY BOARD #1","001","PERSONAL SERVICES","N","244,829","234,829","234,829","2","2","2","0","0","0"
"20260217","2027","431","QUEENS COMMUNITY BOARD #1","001","PERSONAL SERVICES","N","244,829","234,829","234,829","2","2","2","0","0","0"
"20260512","2027","431","QUEENS COMMUNITY BOARD #1","002","OTHER THAN PERSONAL SERVICES","N","46,270","132,930","55,270","0","0","0","4","2","4"
"20260217","2027","431","QUEENS COMMUNITY BOARD #1","002","OTHER THAN PERSONAL SERVICES","N","46,270","124,872","55,270","0","0","0","4","2","4"
"20260512","2027","431","QUEENS COMMUNITY BOARD #1","003","RENT","N","50,779","50,779","50,779","0","0","0","0","0","0"
"20260217","2027","431","QUEENS COMMUNITY BOARD #1","003","RENT","N","50,779","50,779","50,779","0","0","0","0","0","0"
"20260512","2027","432","QUEENS COMMUNITY BOARD #2","001","PERSONAL SERVICES","N","275,476","275,476","275,476","3","3","3","0","0","0"
"20260217","2027","432","QUEENS COMMUNITY BOARD #2","001","PERSONAL SERVICES","N","275,476","275,476","275,476","3","3","3","0","0","0"
"20260512","2027","432","QUEENS COMMUNITY BOARD #2","002","OTHER THAN PERSONAL SERVICES","N","17,410","17,410","16,410","0","0","0","4","4","4"
"20260217","2027","432","QUEENS COMMUNITY BOARD #2","002","OTHER THAN PERSONAL SERVICES","N","17,410","17,410","16,410","0","0","0","4","4","4"
"20260512","2027","432","QUEENS COMMUNITY BOARD #2","003","RENT","N","123,680","123,680","123,680","0","0","0","0","0","0"
"20260217","2027","432","QUEENS COMMUNITY BOARD #2","003","RENT","N","123,680","123,680","123,680","0","0","0","0","0","0"
"20260512","2027","433","QUEENS COMMUNITY BOARD #3","001","PERSONAL SERVICES","N","271,303","254,303","271,303","5","5","5","0","0","0"
"20260217","2027","433","QUEENS COMMUNITY BOARD #3","001","PERSONAL SERVICES","N","271,303","254,303","271,303","5","5","5","0","0","0"
"20260512","2027","433","QUEENS COMMUNITY BOARD #3","002","OTHER THAN PERSONAL SERVICES","N","26,281","45,010","21,281","0","0","0","4","5","4"
"20260217","2027","433","QUEENS COMMUNITY BOARD #3","002","OTHER THAN PERSONAL SERVICES","N","26,281","45,010","21,281","0","0","0","4","5","4"
"20260512","2027","433","QUEENS COMMUNITY BOARD #3","003","RENT","N","103,940","103,940","108,704","0","0","0","0","0","0"
"20260217","2027","433","QUEENS COMMUNITY BOARD #3","003","RENT","N","103,940","103,940","103,940","0","0","0","0","0","0"
"20260512","2027","434","QUEENS COMMUNITY BOARD #4","001","PERSONAL SERVICES","N","285,104","276,104","285,104","4","4","4","0","0","0"
"20260217","2027","434","QUEENS COMMUNITY BOARD #4","001","PERSONAL SERVICES","N","285,104","279,104","285,104","4","4","4","0","0","0"
"20260512","2027","434","QUEENS COMMUNITY BOARD #4","002","OTHER THAN PERSONAL SERVICES","N","24,997","31,997","12,997","0","0","0","2","4","2"
"20260217","2027","434","QUEENS COMMUNITY BOARD #4","002","OTHER THAN PERSONAL SERVICES","N","24,997","28,997","12,997","0","0","0","2","3","2"
"20260512","2027","434","QUEENS COMMUNITY BOARD #4","003","RENT AND ENERGY","N","51,380","51,380","52,641","0","0","0","0","0","0"
"20260217","2027","434","QUEENS COMMUNITY BOARD #4","003","RENT AND ENERGY","N","51,380","51,380","51,380","0","0","0","0","0","0"
"20260512","2027","435","QUEENS COMMUNITY BOARD #5","001","PERSONAL SERVICES","N","280,173","258,173","280,173","2","2","2","0","0","0"
"20260217","2027","435","QUEENS COMMUNITY BOARD #5","001","PERSONAL SERVICES","N","280,173","278,673","280,173","2","2","2","0","0","0"
"20260512","2027","435","QUEENS COMMUNITY BOARD #5","002","OTHER THAN PERSONAL SERVICES","N","22,585","42,585","15,585","0","0","0","4","5","4"
"20260217","2027","435","QUEENS COMMUNITY BOARD #5","002","OTHER THAN PERSONAL SERVICES","N","22,585","22,085","15,585","0","0","0","4","5","4"
"20260512","2027","435","QUEENS COMMUNITY BOARD #5","003","RENT AND ENERGY","N","50,710","50,710","51,147","0","0","0","0","0","0"
"20260217","2027","435","QUEENS COMMUNITY BOARD #5","003","RENT AND ENERGY","N","50,710","50,710","50,710","0","0","0","0","0","0"
"20260512","2027","436","QUEENS COMMUNITY BOARD #6","001","PERSONAL SERVICES","N","289,469","267,469","289,469","2","2","2","0","0","0"
"20260217","2027","436","QUEENS COMMUNITY BOARD #6","001","PERSONAL SERVICES","N","289,469","278,969","289,469","2","2","2","0","0","0"
"20260512","2027","436","QUEENS COMMUNITY BOARD #6","002","OTHER THAN PERSONAL SERVICES","N","16,240","36,240","9,240","0","0","0","2","4","2"
"20260217","2027","436","QUEENS COMMUNITY BOARD #6","002","OTHER THAN PERSONAL SERVICES","N","16,240","24,740","9,240","0","0","0","2","4","2"
"20260512","2027","436","QUEENS COMMUNITY BOARD #6","003","RENT AND ENERGY","N","79,936","79,936","85,197","0","0","0","0","0","0"
"20260217","2027","436","QUEENS COMMUNITY BOARD #6","003","RENT AND ENERGY","N","79,936","79,936","79,936","0","0","0","0","0","0"
"20260512","2027","437","QUEENS COMMUNITY BOARD #7","001","PERSONAL SERVICES","N","284,113","268,396","284,113","2","2","2","0","0","0"
"20260217","2027","437","QUEENS COMMUNITY BOARD #7","001","PERSONAL SERVICES","N","284,113","268,396","284,113","2","2","2","0","0","0"
"20260512","2027","437","QUEENS COMMUNITY BOARD #7","002","OTHER THAN PERSONAL SERVICES","N","8,029","23,746","8,029","0","0","0","3","4","3"
"20260217","2027","437","QUEENS COMMUNITY BOARD #7","002","OTHER THAN PERSONAL SERVICES","N","8,029","23,746","8,029","0","0","0","3","4","3"
"20260512","2027","437","QUEENS COMMUNITY BOARD #7","003","RENT","N","102,770","102,770","102,770","0","0","0","0","0","0"
"20260217","2027","437","QUEENS COMMUNITY BOARD #7","003","RENT","N","102,770","102,770","102,770","0","0","0","0","0","0"
"20260512","2027","438","QUEENS COMMUNITY BOARD #8","001","PERSONAL SERVICES","N","277,838","267,971","277,838","3","3","3","0","0","0"
"20260217","2027","438","QUEENS COMMUNITY BOARD #8","001","PERSONAL SERVICES","N","277,838","271,151","277,838","3","3","3","0","0","0"
"20260512","2027","438","QUEENS COMMUNITY BOARD #8","002","OTHER THAN PERSONAL SERVICES","N","10,028","19,895","10,028","0","0","0","1","2","1"
"20260217","2027","438","QUEENS COMMUNITY BOARD #8","002","OTHER THAN PERSONAL SERVICES","N","10,028","16,715","10,028","0","0","0","1","2","1"
"20260512","2027","438","QUEENS COMMUNITY BOARD #8","003","RENT","N","119,261","119,261","120,488","0","0","0","0","0","0"
"20260217","2027","438","QUEENS COMMUNITY BOARD #8","003","RENT","N","119,261","119,261","119,261","0","0","0","0","0","0"
"20260512","2027","439","QUEENS COMMUNITY BOARD #9","001","PERSONAL SERVICES","N","256,637","251,237","256,637","3","3","3","0","0","0"
"20260217","2027","439","QUEENS COMMUNITY BOARD #9","001","PERSONAL SERVICES","N","256,637","251,237","256,637","3","3","3","0","0","0"
"20260512","2027","439","QUEENS COMMUNITY BOARD #9","002","OTHER THAN PERSONAL SERVICES","N","29,706","35,106","29,706","0","0","0","2","1","2"
"20260217","2027","439","QUEENS COMMUNITY BOARD #9","002","OTHER THAN PERSONAL SERVICES","N","29,706","35,106","29,706","0","0","0","2","1","2"
"20260512","2027","439","QUEENS COMMUNITY BOARD #9","003","RENT AND ENERGY","N","5,888","5,888","7,936","0","0","0","0","0","0"
"20260217","2027","439","QUEENS COMMUNITY BOARD #9","003","RENT AND ENERGY","N","5,888","5,888","5,888","0","0","0","0","0","0"
"20260512","2027","440","QUEENS COMMUNITY BOARD #10","001","PERSONAL SERVICES","N","260,873","242,609","260,873","3","3","3","0","0","0"
"20260217","2027","440","QUEENS COMMUNITY BOARD #10","001","PERSONAL SERVICES","N","260,873","253,109","260,873","3","3","3","0","0","0"
"20260512","2027","440","QUEENS COMMUNITY BOARD #10","002","OTHER THAN PERSONAL SERVICES","N","20,210","38,474","20,210","0","0","0","6","6","6"
"20260217","2027","440","QUEENS COMMUNITY BOARD #10","002","OTHER THAN PERSONAL SERVICES","N","20,210","27,974","20,210","0","0","0","6","6","6"
"20260512","2027","440","QUEENS COMMUNITY BOARD #10","003","RENT","N","59,597","59,597","59,973","0","0","0","0","0","0"
"20260217","2027","440","QUEENS COMMUNITY BOARD #10","003","RENT","N","59,597","59,597","59,597","0","0","0","0","0","0"
"20260512","2027","441","QUEENS COMMUNITY BOARD #11","001","PERSONAL SERVICES","N","276,555","274,455","276,555","2","2","2","0","0","0"
"20260217","2027","441","QUEENS COMMUNITY BOARD #11","001","PERSONAL SERVICES","N","276,555","274,455","276,555","2","2","2","0","0","0"
"20260512","2027","441","QUEENS COMMUNITY BOARD #11","002","OTHER THAN PERSONAL SERVICES","N","17,852","19,952","17,852","0","0","0","5","4","5"
"20260217","2027","441","QUEENS COMMUNITY BOARD #11","002","OTHER THAN PERSONAL SERVICES","N","17,852","19,952","17,852","0","0","0","5","6","5"
"20260512","2027","441","QUEENS COMMUNITY BOARD #11","003","RENT","N","83,577","83,577","84,302","0","0","0","0","0","0"
"20260217","2027","441","QUEENS COMMUNITY BOARD #11","003","RENT","N","83,577","83,577","83,577","0","0","0","0","0","0"
"20260512","2027","442","QUEENS COMMUNITY BOARD #12","001","PERSONAL SERVICES","N","273,306","273,306","273,306","3","3","3","0","0","0"
"20260217","2027","442","QUEENS COMMUNITY BOARD #12","001","PERSONAL SERVICES","N","273,306","273,306","273,306","3","3","3","0","0","0"
"20260512","2027","442","QUEENS COMMUNITY BOARD #12","002","OTHER THAN PERSONAL SERVICES","N","18,346","18,346","18,346","0","0","0","2","3","2"
"20260217","2027","442","QUEENS COMMUNITY BOARD #12","002","OTHER THAN PERSONAL SERVICES","N","18,346","18,346","18,346","0","0","0","2","3","2"
"20260512","2027","442","QUEENS COMMUNITY BOARD #12","003","RENT AND ENERGY","N","79,790","79,790","82,473","0","0","0","0","0","0"
"20260217","2027","442","QUEENS COMMUNITY BOARD #12","003","RENT AND ENERGY","N","79,790","79,790","79,790","0","0","0","0","0","0"
"20260512","2027","443","QUEENS COMMUNITY BOARD #13","001","PERSONAL SERVICES","N","255,220","246,220","255,220","2","2","2","0","0","0"
"20260217","2027","443","QUEENS COMMUNITY BOARD #13","001","PERSONAL SERVICES","N","255,220","246,220","255,220","2","2","2","0","0","0"
"20260512","2027","443","QUEENS COMMUNITY BOARD #13","002","OTHER THAN PERSONAL SERVICES","N","26,409","35,409","26,409","0","0","0","2","3","2"
"20260217","2027","443","QUEENS COMMUNITY BOARD #13","002","OTHER THAN PERSONAL SERVICES","N","26,409","35,409","26,409","0","0","0","2","3","2"
"20260512","2027","443","QUEENS COMMUNITY BOARD #13","003","RENT","N","76,576","76,576","80,713","0","0","0","0","0","0"
"20260217","2027","443","QUEENS COMMUNITY BOARD #13","003","RENT","N","76,576","76,576","76,576","0","0","0","0","0","0"
"20260512","2027","444","QUEENS COMMUNITY BOARD #14","001","PERSONAL SERVICES","N","248,628","248,628","248,628","2","2","2","0","0","0"
"20260217","2027","444","QUEENS COMMUNITY BOARD #14","001","PERSONAL SERVICES","N","248,628","248,628","248,628","2","2","2","0","0","0"
"20260512","2027","444","QUEENS COMMUNITY BOARD #14","002","OTHER THAN PERSONAL SERVICES","N","21,290","21,290","21,290","0","0","0","1","2","1"
"20260217","2027","444","QUEENS COMMUNITY BOARD #14","002","OTHER THAN PERSONAL SERVICES","N","21,290","21,290","21,290","0","0","0","1","2","1"
"20260512","2027","444","QUEENS COMMUNITY BOARD #14","003","RENT AND ENERGY","N","35,888","35,888","35,998","0","0","0","0","0","0"
"20260217","2027","444","QUEENS COMMUNITY BOARD #14","003","RENT AND ENERGY","N","35,888","35,888","35,888","0","0","0","0","0","0"
"20260512","2027","471","BROOKLYN COMMUNITY BOARD #1","001","PERSONAL SERVICES","N","270,669","270,669","270,669","3","3","3","0","0","0"
"20260217","2027","471","BROOKLYN COMMUNITY BOARD #1","001","PERSONAL SERVICES","N","270,669","270,669","270,669","3","3","3","0","0","0"
"20260512","2027","471","BROOKLYN COMMUNITY BOARD #1","002","OTHER THAN PERSONAL SERVICES","N","10,196","10,196","10,196","0","0","0","0","0","0"
"20260217","2027","471","BROOKLYN COMMUNITY BOARD #1","002","OTHER THAN PERSONAL SERVICES","N","10,196","10,196","10,196","0","0","0","0","0","0"
"20260512","2027","471","BROOKLYN COMMUNITY BOARD #1","003","RENT AND ENERGY","N","112,366","112,366","112,302","0","0","0","0","0","0"
"20260217","2027","471","BROOKLYN COMMUNITY BOARD #1","003","RENT AND ENERGY","N","112,366","112,366","112,366","0","0","0","0","0","0"
"20260512","2027","472","BROOKLYN COMMUNITY BOARD #2","001","PERSONAL SERVICES","N","272,964","272,964","272,964","3","3","3","0","0","0"
"20260217","2027","472","BROOKLYN COMMUNITY BOARD #2","001","PERSONAL SERVICES","N","272,964","272,964","272,964","3","3","3","0","0","0"
"20260512","2027","472","BROOKLYN COMMUNITY BOARD #2","002","OTHER THAN PERSONAL SERVICES","N","13,856","13,856","7,856","0","0","0","0","0","0"
"20260217","2027","472","BROOKLYN COMMUNITY BOARD #2","002","OTHER THAN PERSONAL SERVICES","N","13,856","13,856","7,856","0","0","0","0","0","0"
"20260512","2027","472","BROOKLYN COMMUNITY BOARD #2","003","RENT","N","78,947","78,947","78,947","0","0","0","0","0","0"
"20260217","2027","472","BROOKLYN COMMUNITY BOARD #2","003","RENT","N","78,947","78,947","78,947","0","0","0","0","0","0"
"20260512","2027","473","BROOKLYN COMMUNITY BOARD #3","001","PERSONAL SERVICES","N","226,307","226,307","226,307","3","3","3","0","0","0"
"20260217","2027","473","BROOKLYN COMMUNITY BOARD #3","001","PERSONAL SERVICES","N","226,307","226,307","226,307","3","3","3","0","0","0"
"20260512","2027","473","BROOKLYN COMMUNITY BOARD #3","002","OTHER THAN PERSONAL SERVICES","N","42,114","42,114","42,114","0","0","0","3","4","3"
"20260217","2027","473","BROOKLYN COMMUNITY BOARD #3","002","OTHER THAN PERSONAL SERVICES","N","42,114","42,114","42,114","0","0","0","3","4","3"
"20260512","2027","473","BROOKLYN COMMUNITY BOARD #3","003","RENT AND ENERGY","N","52,023","52,023","55,259","0","0","0","0","0","0"
"20260217","2027","473","BROOKLYN COMMUNITY BOARD #3","003","RENT AND ENERGY","N","52,023","52,023","52,023","0","0","0","0","0","0"
"20260512","2027","474","BROOKLYN COMMUNITY BOARD #4","001","PERSONAL SERVICES","N","256,628","251,978","256,628","3","3","3","0","0","0"
"20260217","2027","474","BROOKLYN COMMUNITY BOARD #4","001","PERSONAL SERVICES","N","256,628","256,628","256,628","3","3","3","0","0","0"
"20260512","2027","474","BROOKLYN COMMUNITY BOARD #4","002","OTHER THAN PERSONAL SERVICES","N","31,407","36,057","26,407","0","0","0","4","3","4"
"20260217","2027","474","BROOKLYN COMMUNITY BOARD #4","002","OTHER THAN PERSONAL SERVICES","N","31,407","31,407","26,407","0","0","0","4","3","4"
"20260512","2027","474","BROOKLYN COMMUNITY BOARD #4","003","RENT","N","57,704","57,704","60,968","0","0","0","0","0","0"
"20260217","2027","474","BROOKLYN COMMUNITY BOARD #4","003","RENT","N","57,704","57,704","57,704","0","0","0","0","0","0"
"20260512","2027","475","BROOKLYN COMMUNITY BOARD #5","001","PERSONAL SERVICES","N","274,829","274,829","274,829","2","2","2","0","0","0"
"20260217","2027","475","BROOKLYN COMMUNITY BOARD #5","001","PERSONAL SERVICES","N","274,829","274,829","274,829","2","2","2","0","0","0"
"20260512","2027","475","BROOKLYN COMMUNITY BOARD #5","002","OTHER THAN PERSONAL SERVICES","N","18,045","18,045","13,045","0","0","0","3","4","3"
"20260217","2027","475","BROOKLYN COMMUNITY BOARD #5","002","OTHER THAN PERSONAL SERVICES","N","18,045","18,045","13,045","0","0","0","3","3","3"
"20260512","2027","476","BROOKLYN COMMUNITY BOARD #6","001","PERSONAL SERVICES","N","276,536","276,536","276,536","3","3","3","0","0","0"
"20260217","2027","476","BROOKLYN COMMUNITY BOARD #6","001","PERSONAL SERVICES","N","276,536","276,536","276,536","3","3","3","0","0","0"
"20260512","2027","476","BROOKLYN COMMUNITY BOARD #6","002","OTHER THAN PERSONAL SERVICES","N","14,276","14,276","11,776","0","0","0","1","1","1"
"20260217","2027","476","BROOKLYN COMMUNITY BOARD #6","002","OTHER THAN PERSONAL SERVICES","N","14,276","14,276","11,776","0","0","0","1","1","1"
"20260512","2027","476","BROOKLYN COMMUNITY BOARD #6","003","RENT","N","108,655","108,655","108,655","0","0","0","0","0","0"
"20260217","2027","476","BROOKLYN COMMUNITY BOARD #6","003","RENT","N","108,655","108,655","108,655","0","0","0","0","0","0"
"20260512","2027","477","BROOKLYN COMMUNITY BOARD #7","001","PERSONAL SERVICES","N","278,228","283,228","278,228","3","3","3","0","0","0"
"20260217","2027","477","BROOKLYN COMMUNITY BOARD #7","001","PERSONAL SERVICES","N","278,228","278,228","278,228","3","3","3","0","0","0"
"20260512","2027","477","BROOKLYN COMMUNITY BOARD #7","002","OTHER THAN PERSONAL SERVICES","N","23,199","17,699","18,199","0","0","0","2","2","2"
"20260217","2027","477","BROOKLYN COMMUNITY BOARD #7","002","OTHER THAN PERSONAL SERVICES","N","23,199","22,699","18,199","0","0","0","2","3","2"
"20260512","2027","478","BROOKLYN COMMUNITY BOARD #8","001","PERSONAL SERVICES","N","270,469","252,769","270,520","3","3","3","0","0","0"
"20260217","2027","478","BROOKLYN COMMUNITY BOARD #8","001","PERSONAL SERVICES","N","270,469","263,469","270,520","3","3","3","0","0","0"
"20260512","2027","478","BROOKLYN COMMUNITY BOARD #8","002","OTHER THAN PERSONAL SERVICES","N","25,768","43,468","22,768","0","0","0","3","4","3"
"20260217","2027","478","BROOKLYN COMMUNITY BOARD #8","002","OTHER THAN PERSONAL SERVICES","N","25,768","32,768","22,768","0","0","0","3","3","3"
"20260512","2027","478","BROOKLYN COMMUNITY BOARD #8","003","RENT AND ENERGY","N","84,348","84,348","87,693","0","0","0","0","0","0"
"20260217","2027","478","BROOKLYN COMMUNITY BOARD #8","003","RENT AND ENERGY","N","84,348","84,348","84,348","0","0","0","0","0","0"
"20260512","2027","479","BROOKLYN COMMUNITY BOARD #9","001","PERSONAL SERVICES","N","258,006","240,006","258,006","2","2","2","0","0","0"
"20260217","2027","479","BROOKLYN COMMUNITY BOARD #9","001","PERSONAL SERVICES","N","258,006","246,006","258,006","2","2","2","0","0","0"
"20260512","2027","479","BROOKLYN COMMUNITY BOARD #9","002","OTHER THAN PERSONAL SERVICES","N","39,726","57,726","34,226","0","0","0","6","6","6"
